Layer,N_qubits,gamma=0.0,gamma=0.02,gamma=0.04,gamma=0.06,gamma=0.08,gamma=0.1,gamma=0.12,gamma=0.14,gamma=0.16,gamma=0.18,gamma=0.2,gamma=0.22,gamma=0.24,gamma=0.26,gamma=0.28,gamma=0.3,gamma=0.32,gamma=0.34,gamma=0.36,gamma=0.38,gamma=0.4
0,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,6,1.174090689977446,1.1556514825815802,1.1265990287158,1.1005116327505766,1.0729597911124737,1.0457566663701816,1.0138716815855984,0.9831323303752769,0.9503411352296407,0.9172994029921526,0.883731390494316,0.8496509385509975,0.815337333705831,0.7808917139905789,0.7467027510840747,0.7128663158156101,0.6795650745667093,0.6469700811490692,0.615192542305973,0.5844598481468593,0.5548518252005188
2,6,2.1433315326918096,2.134652442132565,2.086774804291028,2.055470636966812,2.0225146444206663,1.9917687754897617,1.9532770624866618,1.91915943679444,1.8816567248912914,1.8510469797991091,1.8109309462806575,1.7755276200143808,1.740748138836403,1.7062746535546214,1.6728457151737948,1.6399647446173202,1.6076103519302158,1.5756437026309655,1.5440514657552287,1.5124095710996095,1.4762212508703108
3,6,2.923358391902813,2.9087656678798752,2.834372770688345,2.7805889104421238,2.7213176801157646,2.661620616166247,2.589031792708886,2.505575418469697,2.386890724296273,2.2949184879957465,2.2467330119636975,2.172354327995624,2.121935149501636,2.0408763425540326,1.955801756408687,1.8627709144345848,1.7855199175948344,1.7084737039260711,1.6331484868595874,1.5602740550672405,1.495089949229133
4,6,3.4226062099207377,3.414266280833266,3.3491458906014717,3.2969149882956392,3.234120337555366,3.1639716388853887,3.0761922394460424,2.9282449811352844,2.7199313595785686,2.55491298211459,2.5305940335878194,2.423143509708288,2.375626376366102,2.245987716864467,2.111634684416155,1.9669147168331558,1.858416640770891,1.759593772642436,1.6690141398680696,1.589382297303503,1.4949271790487602
5,6,3.604948341122129,3.6007614427538703,3.562244420632761,3.5233298230735994,3.468879642778136,3.397344937619705,3.2982588408956435,3.0740733376593856,2.758252470220356,2.502659561700681,2.4619687532778167,2.291586404975258,2.237757256119617,2.0420862104871116,1.8479644250134797,1.6515196491695623,1.5180286209094411,1.4011255299872578,1.2957289013650908,1.2044605501653731,1.110204567111124
6,6,3.64885736730817,3.646671619656308,3.6114089525972064,3.5718849968746147,3.5130302538862708,3.4312636417266793,3.3152283251977472,3.057997668721061,2.698312740493243,2.432300028780704,2.384171988819662,2.2155642739945347,2.1588006225427985,1.974770364116437,1.8024619182140942,1.6382372869586186,1.529467654493009,1.4322142435254026,1.3441270687763545,1.272559367599962,1.2287240068912213
7,6,3.6634231854625763,3.6594509615690165,3.6422016578625565,3.61435838454576,3.5672940352285702,3.4955969659059996,3.3856946800399874,3.1282072048048555,2.7804714023139114,2.5261906299417096,2.493956113347188,2.3582526739672187,2.32105020030871,2.1797787103959587,2.059822695540067,1.9648650238568224,1.9105536054408019,1.8532455432694483,1.7971777606461226,1.7554346725136414,1.6473312550657613
8,6,3.661221043026405,3.661352692965197,3.648675008359943,3.625774432487338,3.5809135944510464,3.505530118273975,3.3808907144705533,3.108086173346276,2.739878512302396,2.503516613361242,2.4336958738172507,2.299184823316564,2.224834647489937,2.0776804229437,1.95774633362151,1.8942662812717839,1.7887504786218036,1.6722597290448387,1.5815626701215901,1.5241002775134593,0.7806627961647337
9,6,3.6700968549900113,3.6694307787940774,3.6551753374548523,3.627582820454236,3.572477751700037,3.4790105221010483,3.3209851456027124,2.997002317719067,2.5533215610937785,2.2708291879698215,2.1763335733411666,2.011817371557461,1.9247053486909877,1.7719336908130796,1.6317528202617375,1.5312593923200084,1.405011044482875,1.2737524363844643,1.0888629968462793,1.0741632452456207,0.14893092552349002
10,6,3.652857372859028,3.65128914916002,3.642448804455957,3.6189415801341687,3.5697606465484792,3.481320592153786,3.33107434455688,3.0068909449363317,2.6062883225689446,2.329462487511525,2.2432317168272404,2.1038185242672096,2.0416789203900803,1.9274252256074065,1.7993634890531145,1.5215976741814754,1.2308353409704398,0.9945875284111737,0.557848883666995,0.5774154787882102,0.023553220243455353
11,6,3.677099066273334,3.6751535253368255,3.660945628677957,3.636097495576018,3.594244850489056,3.5270798915269745,3.421850344315638,3.137397300749525,2.763548709735002,2.445056905263746,2.4272265038117045,2.2708739342068003,2.1526070021382093,2.116490141040914,1.9538105672496304,0.9322045948564052,0.5017688451454415,0.3147814126655083,0.11536440472261464,0.11106124223057273,0.002359750272079396
12,6,3.6620655987389354,3.661816067570598,3.650245301104761,3.6304908163720673,3.596803940867756,3.542750145708696,3.4645623709401034,3.1878240593948286,2.7272409966378683,2.2200713149168796,2.2334078942915196,1.9656782706958404,1.660631989824728,1.9376020942007595,1.6482219221656855,0.22123944653335725,0.08617784314766151,0.045405920011226696,0.013458617113251968,0.011401787767348674,0.001016753073624802
13,6,3.6674572942028996,3.6664152797563387,3.651835622665264,3.628189647179641,3.5867605559513005,3.515866333697035,3.4100730085270885,3.043530683465549,2.322097315296394,1.4806564044472517,1.3926914021229664,1.0058554875839165,0.6242844518356543,1.0112337563249936,0.674650275360088,0.03590598585347351,0.012431936915086797,0.006045247732713517,0.0010137297598683277,0.0011229747308809579,0.0004097346127391931
14,6,3.6726786771397406,3.6693249876922414,3.656435003575311,3.6317202138159512,3.589020373165283,3.5129150273966303,3.3963879350761665,2.8403383762894276,1.784790474697152,0.9630507808941682,0.6777213580129192,0.3883939450029402,0.1872320535315248,0.358043499487325,0.1933512390256953,0.008182212805156124,0.002424440003195554,0.0009417893580870468,0.0013119992021292835,0.0013234387992915834,0.00021282956802211967
15,6,3.659763726727667,3.6614692194220018,3.652965696429705,3.634979851011363,3.6007136753835414,3.5325770122856057,3.429257286394043,2.4755181111488005,1.1121814011514997,0.49765619210770534,0.26456058062045956,0.12678042514064738,0.05113788670862386,0.09601907165842008,0.04544806329025602,0.0014616162862113717,0.00032570334873695424,0.0003026852149335289,0.0008462303019459608,0.0009087610124422639,-0.0
16,6,3.672567917587596,3.671485371546796,3.663310142938978,3.6478992116084314,3.616170762474817,3.527720487188112,3.4392667641145125,1.7124224427382355,0.5140666381449767,0.20966542710861638,0.08880876448132725,0.03673684747586415,0.012894704905277062,0.02492454806321427,0.010739980238313816,0.0003320667725789419,0.0002851498107036549,0.0002024203757605244,-0.0,-0.0,-0.0
17,6,3.6553225186705256,3.6565462848401116,3.6505889178494244,3.6361150637804687,3.6044246681627157,3.4708298843314465,3.393277371717831,0.8476595059225652,0.18257719241316628,0.06334356571087212,0.020808551130860203,0.008129460435884103,0.005539250693259093,0.004485827719141572,0.0016429884396454671,0.00019461246739455366,7.835127066366036e-5,5.506132225725897e-5,-0.0,-0.0,-0.0
18,6,3.6784208600995165,3.680667879298177,3.6747191432946957,3.6623812598416183,3.6362475712475746,3.4338709872050943,3.4167339853824172,0.3753192504030681,0.07498829794682395,0.02375707329531661,0.01156337458384098,0.004916798740802621,0.004482454634585829,0.0009791677925695278,0.00029850290953779157,0.00014952968104890827,6.416867376233539e-5,2.5335760552537687e-5,-0.0,-0.0,-0.0
