Layer,N_qubits,gamma=0.0,gamma=0.02,gamma=0.04,gamma=0.06,gamma=0.08,gamma=0.1,gamma=0.12,gamma=0.14,gamma=0.16,gamma=0.18,gamma=0.2,gamma=0.22,gamma=0.24,gamma=0.26,gamma=0.28,gamma=0.3,gamma=0.32,gamma=0.34,gamma=0.36,gamma=0.38,gamma=0.4
0,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,7,0.9009407942441267,0.8930081480730274,0.8676983839979464,0.8503021193338045,0.8324285400472763,0.8141110052418993,0.795385818797691,0.7762921055362887,0.7568716584841073,0.7371687581870333,0.7172299654900438,0.6971038896234029,0.6768409338198504,0.6564930210081754,0.6361133023707584,0.6157558517072957,0.5954753485978062,0.5743664752950175,0.5553649761622057,0.5356445439908785,0.516219265535407
2,7,1.8082914651277011,1.7963284784971643,1.7096114742456947,1.657337800972658,1.60359568944771,1.5487187832499598,1.4930523159912112,1.43682461226813,1.3804529991150696,1.324083910948145,1.268045320312912,1.2125168201867966,1.1576479208276103,1.1036553302712317,1.0507068002409414,0.9988221341998149,0.9481554092996094,0.906977065920626,0.8508762774959944,0.80442154494722,0.7596323344309153
3,7,2.9023380994532344,2.891592532599109,2.7401421774846777,2.6488663546666746,2.552568973694983,2.4526420047102135,2.33323522531377,2.246458096482333,2.1435709887670265,2.0432630534022636,1.9448006820267365,1.8500080159481587,1.7431001355036977,1.6613576506507883,1.5911522202220505,1.5176543607617783,1.449800523329689,1.4048256431233765,1.3312391476710639,1.2760530738775955,1.2295471425618663
4,7,3.4276213784774145,3.4184352122588053,3.240890531523431,3.1308959672549608,3.01218348378252,2.8879479786614155,2.6907114675025676,2.6320733407532617,2.505369402384128,2.387312981038603,2.271301139404295,2.1614777159912237,2.0252395115857946,1.9358070798898366,1.8596460245194233,1.7783199563403669,1.701465512479852,1.6328134582830216,1.56418690839989,1.492926717077873,1.4315406563342004
5,7,3.8019744734768195,3.796055939408606,3.6696086939654102,3.5809523963984855,3.477740959271782,3.358549581088451,3.071128511170467,3.0943824495898666,2.933866146723882,2.7658213367140525,2.59986678510311,2.4316431278615043,2.187265071199143,2.0405057345045,1.907802907845317,1.762378866152741,1.6248681238410012,1.5008004486850406,1.3940013712993349,1.2710994428780042,1.1800358796517891
6,7,3.9713059436305915,3.968619960241758,3.900820055019988,3.8378893234601374,3.7501379609801595,3.6253866975584237,3.174536924601316,3.266952944099196,3.0065519034558688,2.708669989910807,2.4076772344174113,2.1080142910419872,1.634337510754661,1.4203285621406394,1.2863369016114854,1.1205222906460295,0.9801607490040758,0.8639485121440004,0.7799899187515591,0.6818001298495584,0.6187605209895386
7,7,4.010718762063177,4.008425949639393,3.9674563602377213,3.915828574938052,3.8331659573810333,3.6956803356922445,3.136875026335456,3.261557972664026,2.932804680496213,2.5718652048954094,2.255085323237507,1.9761054450286002,1.5648614535786332,1.4179683924598203,1.352622586812872,1.2481410894430496,1.1665522876068295,1.1070678011689896,1.0396626831345983,0.9680357166065865,0.919307040280154
8,7,4.032114768550331,4.031899035890395,4.010524771984408,3.974565794212599,3.906450797888895,3.7691611725062377,3.105084450897148,3.258359088602341,2.851693565770663,2.4208133953089557,2.0558792417350076,1.7447647137175262,1.3083319819457588,1.1388708964559207,1.0647411679023355,0.9412550549033373,0.836075093568628,0.7390472434507056,0.6684217210626077,0.5850692029097312,0.5228812344342818
9,7,4.035905470918531,4.034264236244588,4.010792265989129,3.969785487630851,3.8890399013087618,3.7164519240353355,2.956471438875749,3.080951961582454,2.6037602509820026,2.1607008922425197,1.8205077348049041,1.5506794457387014,1.2048184056454585,1.0660171316646636,1.0046394297921253,0.9144582527737861,0.8351076868059749,0.7506704110297419,0.7110529077402903,0.6590651480689529,0.6155423931397247
10,7,4.036301538676907,4.035202838693075,4.011676985095129,3.9671234740582513,3.869636763579593,3.6444080715770752,2.725528766793108,2.8273517030097857,2.283098471254212,1.8492845947690872,1.535040755359638,1.2999716567076987,1.007609313227985,0.8929394594074853,0.8552211862693148,0.7842655665095726,0.7261958183246632,0.4803706343551036,0.6306756913358654,0.5844040732475265,0.5462239171586346
