Layer,N_qubits,gamma=0.0,gamma=0.02,gamma=0.04,gamma=0.06,gamma=0.08,gamma=0.1,gamma=0.12,gamma=0.14,gamma=0.16,gamma=0.18,gamma=0.2,gamma=0.22,gamma=0.24,gamma=0.26,gamma=0.28,gamma=0.3,gamma=0.32,gamma=0.34,gamma=0.36,gamma=0.38,gamma=0.4
0,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,5,1.1084252586980452,1.115904850587468,1.1231096208952585,1.1479253556694886,1.1589284185791544,1.1686567144884588,1.1770879052551266,1.1837682831227734,1.188950834395134,1.1924173946115164,1.194084756346967,1.1938468867254735,1.191766357350012,1.1876985075531068,1.181671389601665,1.1736982569335432,1.1638163960387804,1.1520875999403972,1.1385980328374705,1.1220797820836341,1.1051473859910321
2,5,1.9006765355255568,1.9075809582629428,1.9135531783068824,1.9094128698479673,1.9026970649989523,1.8900728987233877,1.8703930774755466,1.844314995645804,1.8103385388519961,1.7686273570226596,1.7192536371842855,1.6615785557238358,1.5991294003467438,1.5298369598416588,1.4494994935718803,1.3781291285963007,1.2981701076830943,1.2177692704766048,1.118636227898138,1.0409171749415218,0.9806824325149165
3,5,2.3378552182541767,2.347033439702149,2.3551705735060695,2.3448403029631066,2.3310433412735976,2.305512147558914,2.2675553651040214,2.2148602829697386,2.147079974344627,2.064557538999371,1.9693936007466843,1.86157196635111,1.749776581105862,1.633002146664681,1.4839296416945538,1.4007996593163967,1.2892311076838259,1.1879104068625832,1.0317546075259258,0.954528224157143,0.9329209832437622
4,5,2.58520552247747,2.5880567493486617,2.589834068061621,2.5604833149871347,2.534538419865215,2.495975121139279,2.4427464459232837,2.3733265462099635,2.289313463198756,2.1929925531189562,2.0867772732406347,1.9768208599150403,1.864308827709644,1.7569235988565906,1.656080700428499,1.5657148969191381,1.4769871261775789,1.3985187700214257,1.2645768390288963,1.2212228850545173,1.2100678118233588
5,5,2.640004831148488,2.641341198357936,2.641493451521275,2.631826110277453,2.61564362165413,2.5902174007307512,2.5478236093990327,2.4886219167188885,2.4143153917879947,2.32671154253297,2.2260849162976966,2.1213081908949656,2.0168169811842263,1.9126407240220746,1.8614774816169546,1.7228139866787042,1.6331557443883686,1.5486055815982414,1.4031261244664626,1.3267825879764141,1.3195577894311457
6,5,2.6644320739985163,2.6647507535977493,2.6645201068103552,2.6513271809171646,2.6297006964737424,2.5963153124898404,2.5403329475263954,2.464014719950314,2.367763377956424,2.253199368874212,2.1258730737136595,1.9925233066795516,1.861184736727799,1.7299675305727602,1.643362250810611,1.4879421069485836,1.3733246584727667,1.2730937474703676,1.0847661978157346,1.025295333992837,1.025022297911806
7,5,2.642496769283297,2.643112853573346,2.6412679421152925,2.645005729848191,2.6294887846965724,2.602373791058386,2.5529641327849135,2.4815896772953288,2.3869176442199445,2.2684020931030884,2.1301134478033776,1.9785848198303737,1.8235849388563312,1.6638733661204181,1.544100090180777,1.363821711932676,1.222492527233277,1.1073074919552945,0.9430712083499114,0.8795772617639115,0.850527908312424
8,5,2.6595996218065094,2.659250664188207,2.6566218403508595,2.6381578813344992,2.6187030244178855,2.5961913494092737,2.548677061840266,2.4831513688753413,2.3880392910167196,2.2614288393718645,2.1018626918513363,1.930940022241672,1.7658770570930382,1.6061393463749536,1.5219371208587646,1.3474747551995612,1.2418909357569152,1.1600912258664684,0.9648036825485536,0.8685830047075636,0.9530465880358248
9,5,2.6663454187956863,2.66829690833491,2.670527743298997,2.6550263595945736,2.6381770135024567,2.615029443724634,2.5705215803167993,2.5084680907469137,2.424427765752206,2.319129997524183,2.1946038251636906,2.068490470218594,1.9426747398478803,1.8339945437071552,1.8150303295614405,1.6616199812517674,1.5840875439908781,1.5275851244059442,1.0060224522717902,0.6671008210315909,1.0049200792849031
10,5,2.6282844003585417,2.630644660055023,2.6318655517139637,2.628948780807792,2.615747628024028,2.5918298305524945,2.5491429647671087,2.4859553595902537,2.401596982235355,2.298252882152906,2.17829708066987,2.047655885747967,1.9338373425054698,1.8199808629477245,1.8453475619258277,1.6160108899100352,1.51385264895994,1.4157956131996843,0.21703303813252517,0.09696135667806387,0.19731270143214336
11,5,2.666758090089582,2.6650837075830696,2.6606456738634243,2.6476815146140376,2.631212616865484,2.602472635401493,2.5726677728412155,2.525157782198168,2.4660947400053566,2.3978841452041944,2.3230934739430324,2.22649484457724,2.159538286186317,2.0668632101807245,1.7514685582256806,1.8413726759027655,1.5902597555749314,1.4216043679015238,0.03930213149990393,0.013033238427146371,0.03364920371564042
12,5,2.661351106053806,2.660443589283781,2.655529476601224,2.645383092477637,2.6302585271503176,2.606922290157303,2.5894426143854297,2.5611748867201265,2.5240304042991064,2.472846357591431,2.4119796291277678,2.2736199128831034,2.2453980545388807,2.133884795477841,0.9511166226713563,1.7235754863644828,0.9702743615123001,0.7388061166990011,0.006636255953558052,-0.0,0.0014132733983424034
13,5,2.66559172556789,2.6636746787809074,2.658806685405525,2.635042705337538,2.6112928121235144,2.580669757802103,2.5424156307209533,2.500483233333433,2.455432661913138,2.40393723318289,2.3476170049697567,1.9259538791117403,2.1594176835034458,2.0145859129432533,0.2551710102064496,1.0428551512520845,0.24621521977988542,0.1532024250183041,0.0005491849066614164,-0.0,-0.0
