Layer,N_qubits,gamma=0.0,gamma=0.02,gamma=0.04,gamma=0.06,gamma=0.08,gamma=0.1,gamma=0.12,gamma=0.14,gamma=0.16,gamma=0.18,gamma=0.2,gamma=0.22,gamma=0.24,gamma=0.26,gamma=0.28,gamma=0.3,gamma=0.32,gamma=0.34,gamma=0.36,gamma=0.38,gamma=0.4
0,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,8,1.0282342455537006,1.0099012424435745,0.9472685511738619,0.899789818962856,0.8483427851045855,0.7938746205365971,0.7366244204371479,0.6782170160671751,0.6194703915918872,0.5614180878526195,0.5050361259285416,0.45119353691442476,0.40063767196070804,0.3538504039272178,0.3112772077264656,0.27309208544096814,0.23933241424800142,0.20989846091949768,0.18458137306780675,0.16309253755051523,0.14509173046850649
3,8,1.9123436965775888,1.8854238087734227,1.71860782965061,1.6014931990835428,1.474867225117262,1.3428245056934387,1.2085206462242448,1.0767373533559883,0.9506583677275005,0.833054219340957,0.725733120180789,0.6298109864136798,0.5445373363288875,0.47290073513873127,0.4110290377507635,0.35909884552674826,0.3160715142231133,0.28086753034545636,0.252428767312244,0.22976313746380317,0.21196558723296374
4,8,2.5420702366707975,2.514305453450822,2.232430577988498,2.036061752451896,1.8235622705467611,1.6086385568591746,1.395236542700195,1.195760769272142,1.014412625055638,0.8589985633643976,0.7250133797810419,0.6147525582330748,0.5240256405226631,0.4532646152230781,0.39664978533645534,0.3525296893256403,0.31848586709799837,0.2924193049780196,0.2725628434071473,0.2574704213860658,0.24598139373805158
5,8,3.5904426637964266,3.5559102206871214,3.1224123569365956,2.825743380619956,2.517867751820385,2.2009861005544953,1.9204473402109967,1.6704643707739097,1.458389456238692,1.2706811373279878,1.11835180876391,0.9904968376246039,0.8830024396690322,0.7988078721314886,0.7289073371540712,0.6730977083283803,0.6293746251470872,0.5958977665104174,0.5709205523865335,0.5528142561393135,0.5400592935319969
6,8,4.262949445463847,4.233890141758396,3.7453122818835802,3.377051486751859,3.007122493768777,2.580709944879026,2.2598017892854685,1.9824662786929486,1.764611201841459,1.5560529095480145,1.4024327287802063,1.271555395484678,1.1634337422917282,1.0741065267746852,0.998186012182317,0.9329272947837299,0.875809130380511,0.8248100603735551,0.7783587478044282,0.7352870391146376,0.6947386555236043
7,8,4.5571289455677135,4.5333152158761685,4.032706804444781,3.611145939635864,3.1797438787745547,2.6465875945713937,2.2687009232825104,1.9328201722224252,1.6835697894485449,1.4324460621611161,1.2486530307881267,1.0911360069651026,0.9580161044679711,0.8516718755868316,0.7600442662637164,0.6826460515012509,0.6170206607669945,0.5611312910554194,0.5133070009337614,0.47214017840178496,0.43643384340122626
8,8,4.838620101106521,4.824251083895584,4.4207899636166745,3.981565123610755,3.506301717414518,2.803192250746497,2.328097075528334,1.9001666788095481,1.5816681908375938,1.2631854498569584,1.0483149523163093,0.8747382881303349,0.7375665598012818,0.6440155581991663,0.5699809597900196,0.5153211197051821,0.475656966433149,0.4473754947476204,0.42758278738148175,0.4139579360069375,0.4046542319325303
9,8,4.969427579084024,4.961878412944475,4.6497711367734516,4.1858560229714055,3.627834005196685,2.699743236560621,2.1139906621447406,1.6220617255585466,1.2902853600404152,0.9661905617943385,0.7761985750237638,0.6282899983141953,0.5145500932932527,0.4461699056249586,0.39275176570884346,0.35664770426657644,0.33442042514285936,0.3234005082086494,0.32147727282602734,0.32686601754964145,0.33800338741186753
10,8,5.014623454132167,5.010441579777076,4.769459972423611,4.292918176667808,3.6750960405167623,2.6108302940704,2.000798074376079,1.5264400449789535,1.2287818027916373,0.9370334236958252,0.7757138447699868,0.6466618477705042,0.5476923392183362,0.4835326460721,0.43385851483670346,0.39969099705255284,0.3784080799033903,0.36803424843140736,0.36691695406807917,0.373628501684768,0.38685577378615155
11,8,5.035603394119036,5.03357335102856,4.83933845059239,4.332233877987247,3.614447583365506,2.390572402715212,1.7662915162435993,1.31236166642573,1.0404624961923536,0.7723626936302491,0.624208240858509,0.5045573038142581,0.40924920833917167,0.3526091461387743,0.3058714693389951,0.2730098546446771,0.25139846900768026,0.23905169153606382,0.23450440810559636,0.23665004558040592,0.24465693916417094
12,8,5.039768137174443,5.038679256833816,4.899321436893035,4.423521423713538,3.6987008765610576,2.453281263246751,1.865387808023082,1.4380440555369185,1.1724502327571145,0.9087314391515539,0.7505442135396873,0.6183467980217816,0.5125317397346093,0.4351276509269987,0.37155861638982096,0.3216577701212351,0.2830252562355786,0.253910341712608,0.23294780943883048,0.21915526510984695,0.21175463365603542
13,8,5.04474627793266,5.04380318410302,4.938458188655288,4.469997034018994,3.7049268826146626,2.4417769301524204,1.8608249626488946,1.428989195616431,1.1491280139907927,0.8891058229296187,0.724618436399181,0.5921639483402868,0.4876242292207271,0.41646000342588213,0.35955434696084765,0.317356099217532,0.28684503917254844,0.2658351621245979,0.2526031603886563,0.24591144477224142,0.24485122495489212
14,8,5.041375675995101,5.040786481227064,4.9626772243204,4.5323096610392035,3.744835723613848,2.4308698318669717,1.8156075935697187,1.3556266780464712,1.059640095448055,0.7914961760499251,0.6290855120646938,0.5034463431313493,0.39251167894018696,0.34973123543196866,0.30481099813433926,0.27383963783856924,0.2530590738962233,0.23972653537253677,0.2317637100933226,0.2276206748684713,0.22615242780162292
15,8,5.045687079161007,5.044912686471074,4.984418412819246,4.576392339839884,3.8153120857980145,2.5439816658119394,1.9932656738314802,1.5910334579880454,1.3397047066957597,1.0979819149719725,0.9512646340021952,0.8303589443297611,0.6358340583292289,0.6628867624768398,0.6031569533901259,0.5543286925869885,0.5139061800733613,0.4801421679218331,0.45163133485837187,0.42731309727815503,0.406365845461818
16,8,5.049016766366106,5.047842763594538,4.9928577361289825,4.6148886167440875,3.9077462212558847,2.711429473799489,2.206773574106188,1.8273743803361138,1.5837665837592128,1.3327175591076557,1.1706346308167477,1.0319593697268568,0.5101116323765154,0.8311072425472541,0.7581367179166706,0.6988388370077351,0.6507661220921785,0.6118675747920563,0.5804465080564671,0.5550883596679573,0.5346375470679539
17,8,5.046868374406766,5.045952726272768,5.008201441530136,4.713719512409371,4.1616042734679155,3.1178535723891065,2.67525241407554,2.3159632478682455,2.0580283432371664,1.7785876609069946,1.5770669927507281,1.3977609063022811,0.2562467843485944,1.117614871252295,1.0082146569868344,0.9153487917880831,0.8371847670189922,0.7721813008309201,0.7191014199201544,0.677434608668828,0.6469565177707649
