Layer,N_qubits,gamma=0.0,gamma=0.02,gamma=0.04,gamma=0.06,gamma=0.08,gamma=0.1,gamma=0.12,gamma=0.14,gamma=0.16,gamma=0.18,gamma=0.2,gamma=0.22,gamma=0.24,gamma=0.26,gamma=0.28,gamma=0.3,gamma=0.32,gamma=0.34,gamma=0.36,gamma=0.38,gamma=0.4
0,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,5,3.181407247049478,3.1332338766780126,3.0843544314738165,3.0348460436875198,2.984784854690971,2.934246013401641,2.883303738254013,2.832031429467173,2.780501817880426,2.7287871367288266,2.6769593033549044,2.6250900989330006,2.5732513357371607,2.521515003219807,2.469953386086344,2.4186391495480053,2.367645388910198,2.317045642513454,2.266913868707772,2.21732438894468,2.1683518001716013
2,5,3.468854210449185,3.3187339296813643,3.171694062640608,3.029063611218799,2.891986725708702,2.7614430234701413,2.638210364576738,2.5228864030316434,2.4158831410053794,2.317485977958934,2.22779448234626,2.1468065691130103,2.07439642642744,2.0103444795005854,1.954368816474958,1.9061287854451072,1.8652302780852004,1.8312739884429658,1.8038283563381596,1.782451882454708,1.7666995422977994
3,5,5.060693070996208,4.895442865215946,4.722461976136557,4.54688115676262,4.373128747612786,4.204603357750902,4.043824347770984,3.892265926825254,3.7498663606181113,3.6181943935623244,3.495434454903039,3.3811551897778993,3.2743051997734303,3.17379232751259,3.078477841476297,2.987391114828329,2.8997210447844384,2.8147622490883664,2.732122391699768,2.65149009039591,2.57279665450799
4,5,5.474521642211312,5.361051970386425,5.222713141475052,5.061219152731703,4.879360929937707,4.681403278771724,4.471972059993883,4.256715906415179,4.039615855504031,3.827335277019023,3.622760556062911,3.429464621448691,3.249635805467332,3.0845332882889704,2.9348143337766737,2.8000409803925566,2.6796538881882133,2.572594647175832,2.4778489281854843,2.3939263732665546,2.319865235962766
5,5,5.707294378327309,5.599662410896042,5.446064319604059,5.245261189167416,5.004880430234281,4.737646120379319,4.45995919255596,4.186775484708564,3.929183288894071,3.695310358938924,3.4888038348980914,3.3101055656932865,3.1582231120623976,3.029980679240903,2.9224748955956574,2.832059066329478,2.755270659726165,2.6891550776674453,2.631400402546088,2.579535825907522,2.5321464369321007
6,5,5.819246863627278,5.829625551227285,5.821808300409211,5.781221326505483,5.690527058739024,5.537507958269647,5.3239173005888425,5.068547932335302,4.796150791165326,4.529982906285031,4.2841967054471,4.065316495296208,3.8744387402259783,3.709524730287547,3.566754471445712,3.442540631227997,3.333578391248458,3.236806196678584,3.1503521768631995,3.0719442175682863,3.000381465529985
7,5,5.8862279216313595,5.869714240385034,5.831306692389414,5.761902547909414,5.652532815387341,5.496810600298263,5.297293076485148,5.0668310122924405,4.824672815624566,4.58918785643835,4.372557068425943,4.179766009929632,4.01040824117502,3.861945566349356,3.7291621562321056,3.6091641806829,3.4988172815124092,3.395573005408386,3.297743733932053,3.2045243536335355,3.115625033932441
8,5,5.834316059328548,5.837362315658075,5.835354904682742,5.825781455878734,5.802248020322431,5.754770151601671,5.669958261120181,5.539364547113744,5.361012836227609,5.145897104315029,4.90922744703498,4.665998386674341,4.426217517157205,4.196550550597524,3.978950665783939,3.7749649500186475,3.584477247564221,3.407125405012101,3.241847930897057,3.088802828153177,2.9476869188400663
9,5,5.79528461150758,5.789683661358143,5.7812930784595045,5.76610678970397,5.739726422711021,5.696706930693712,5.632600674033874,5.5442628609268,5.424656763269879,5.2675579159660355,5.073107597861548,4.8539610032017055,4.62726072276485,4.40789159913166,4.200535732722754,4.00854622391403,3.8299278625783724,3.6610729257535866,3.4995030221164614,3.34455125479705,3.196167560453122
