Layer,N_qubits,gamma=0.0,gamma=0.02,gamma=0.04,gamma=0.06,gamma=0.08,gamma=0.1,gamma=0.12,gamma=0.14,gamma=0.16,gamma=0.18,gamma=0.2,gamma=0.22,gamma=0.24,gamma=0.26,gamma=0.28,gamma=0.3,gamma=0.32,gamma=0.34,gamma=0.36,gamma=0.38,gamma=0.4
0,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,6,1.1837254538115123,1.1799170172321711,1.175014553344716,1.1689823884657438,1.1617889042475986,1.1534126680400714,1.1438381606808123,1.1330592361718557,1.1210793892377673,1.1079124341346405,1.0935830472937662,1.0781271466586704,1.0615920833182215,1.044036625130475,1.025530717394505,1.0061550120852927,0.9860001644547488,0.9651659035738956,0.9437598912483853,0.9218963912570736,0.8996947776294347
2,6,2.3146947014740387,2.2839558833426694,2.2463451120125812,2.2019825689429977,2.1510731354085255,2.094076918034408,2.031868264384207,1.9644251562660213,1.8934851356320368,1.8197957765741155,1.7443931799167003,1.6681307849810816,1.599899126856878,1.5254461701349369,1.4448967885167634,1.3746067132376927,1.307313441823001,1.2427751491125625,1.1818105787892328,1.1192793207324,1.0716794765192597
3,6,3.106472887035795,3.053789898732575,2.984971313621697,2.8991097907148218,2.7960043570759496,2.6478829877780394,2.5183992060551668,2.3880815629513648,2.2356211829133565,2.069227806437526,1.9135570097285037,1.7239518340175664,1.5362176049289697,1.4135819562825431,1.3258607492280026,1.2092530445460863,1.1034785364836133,1.003911115166714,0.9162342771340286,0.8384933071862869,0.7804143501922073
4,6,3.4459464698701443,3.4016213704248717,3.335792477014796,3.2444574702194484,3.124638462292533,2.8940215754345058,2.7298294433550283,2.5757500503482236,2.371383339640004,2.1403039274150806,1.9410086016635002,1.6881842128733628,1.4560359131462035,1.3441753416261464,1.2544245803029588,1.1388580750315294,1.0410736572255677,0.9489597650578734,0.8791495167598837,0.7988846082427583,0.7649282176707962
5,6,3.618430443079866,3.5966811579739653,3.5573050257808956,3.4938591522660616,3.4002955416168628,3.1450916460497074,2.9980410240347624,2.8788446275840025,2.684800406978288,2.4490894716583154,2.268824539212633,2.0113001798166237,1.7956280589386842,1.7092293766443754,1.6718664194409276,1.584227676377397,1.509897223608558,1.4395548787488435,1.3828444407751384,1.323357022483848,1.2819322583755044
6,6,3.6525644386240597,3.6433752087769613,3.6216024883408386,3.580528485511289,3.5125273147006504,3.2781719211927958,3.1585378080325808,3.0679250943331944,2.888278718942738,2.659826509885339,2.482077249131102,2.214224748067401,1.9879112564466308,1.859193942450921,1.8421409521431416,1.733129975401005,1.6322413042569086,1.540718859371496,1.4694273628771568,1.375832502461466,1.3466363486675386
7,6,3.640817491686791,3.633953911783558,3.618246286684421,3.587790425507415,3.534152498228139,3.314034263345892,3.2024765912828217,3.1238812290747537,2.9465869251294383,2.7062129139206887,2.522590320749838,2.251592313759774,2.0797545689170227,1.967788646437576,1.8598796519592375,1.7576062622049273,1.6592410952488414,1.5734486614620755,1.509255627455295,1.4049194500791056,1.4032412503090257
8,6,3.645746174284549,3.641778916073007,3.630537222045827,3.606532287095109,3.5613740239727716,3.3448022076745683,3.233593495130479,3.1638048483060373,2.963365187660604,2.6910718718157183,2.4775145257948896,2.18832839523672,1.949969838981517,1.7709201146057496,1.7270578605407003,1.6276092830959283,1.5358697395199834,1.4277623806075284,1.3590565871044826,1.3303591487879518,1.3048955325208
9,6,3.6705018938369323,3.6684633742880735,3.658909423907499,3.6362677438078466,3.591224630345736,3.3482225475627727,3.245484189314047,3.1839625195219488,2.9855320236366203,2.705121512295242,2.4961288111268067,2.193815627806345,1.8848152329458099,1.7299381747121927,1.7386669504439927,1.6421474658716027,1.5410928695157717,1.2510255877375116,1.1326168352357213,1.2975976035173116,1.3251214083090879
10,6,3.6634794949322727,3.661145200101609,3.651151538224371,3.626754723112853,3.574352031945327,3.3057737158107967,3.151956901653215,3.0374019501613256,2.8027324008031402,2.5289589281544482,2.3404031221472406,2.07645255552843,1.5554957204761453,1.4080252327730984,1.719391581186073,1.6370702871459122,1.6141571159481598,0.6572727763464452,0.4968931012375708,0.9483438178302764,1.549636282455016
11,6,3.6910367719119135,3.6866589675837336,3.6724067359920842,3.6410773134741796,3.577136072712025,3.2831087581120966,3.117395917974212,2.993372361157557,2.7667270471636827,2.522800135884588,2.3507052252693654,1.9655285014545008,0.6986981270041919,0.5364235517840147,1.207458135309409,0.9730353573293348,0.9989870470806355,0.10883470541016117,0.06541845283258366,0.1688873794799211,1.0421972597472138
12,6,3.6770412010903417,3.673501309713351,3.661020067767815,3.6327102746043223,3.569291903492311,3.2290313054385926,3.0298982694694816,2.8637466601415875,2.5933477621771757,2.326801216846629,2.104246494249548,1.3710304155993998,0.17910920850593606,0.11839928283010245,0.35674840288863846,0.21619969185562807,0.21969967804215446,0.014099594140056905,0.00707026107214535,0.014977928423872293,0.22954009533969905
13,6,3.6807592715263904,3.6788587240060755,3.669061380686683,3.6442841627303886,3.5893162531724516,3.2825414346844948,3.085800801276795,2.917358568155309,2.6522113834604535,2.41339867760592,2.193652285759838,0.9432097691476853,0.07429060497749096,0.04311924009786063,0.13231823014244043,0.07883571733321215,0.08066179574881233,0.00394229856880387,0.003095819574122052,0.0044748617768451,0.07109084129452885
14,6,3.6571408706432544,3.6512001489971295,3.636794441508868,3.609683135214431,3.560908624752194,3.3029146469210335,3.074138009523831,2.8924436071499033,2.592623858223878,2.4830248756302558,2.1809113403818174,0.3941125734061054,0.019316914765722493,0.011250973663862058,0.0351356682661702,0.017511112601822247,0.016623193458165333,0.001343391347051143,0.0008783132758871462,0.0010955837716517351,0.009535814446587203
15,6,3.6627055641412087,3.65778909348026,3.6476160838291114,3.6275247440398015,3.586852600228418,3.328220845214618,3.014680320351848,2.6442679180809483,2.1883337781199326,2.4761826422247086,1.8421972525543635,0.11212088182818372,0.009485721104088749,0.006337412708668373,0.007808862570068506,0.004133793911150224,0.00391246066432266,0.00018814685496693057,0.00013962530831482885,0.00016938036587910355,0.0012862123080018468
16,6,3.671994447095989,3.6708050555458773,3.6596323332800336,3.633152578743203,3.5825344468497087,3.2304212204220715,2.7167078986081936,2.0302703235464574,1.410797617937547,2.049200218417146,1.0587623860072262,0.03634017919724213,0.004418250963236181,0.0024146299434356956,0.003979049098386631,0.0020199815933225436,0.0020802300914058817,-0.0,-0.0,-0.0,0.0006715422173589321
17,6,3.660339761152204,3.664787593232809,3.6616373042213963,3.6424179986102097,3.59139136826268,3.0604390813451454,2.1547916418527415,1.2491257617929432,0.699176440289395,1.3537052278042239,0.44003430861017767,0.01295170053380658,0.001027395157244587,0.0005511186087254467,0.00200714704524214,0.0008421553814144545,0.000766611925227109,-0.0,-0.0,-0.0,0.00013236286584478632
18,6,3.6591322203589813,3.6587555706684443,3.6500383461844166,3.6217614273485568,3.553683388913553,2.6856691826954484,1.3591966942769553,0.5730260006964871,0.2592441098483895,0.5797529268124225,0.13049771931877674,0.006307883500094069,0.00041969485786344854,0.0002923345560232897,0.0004103790865488171,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
19,6,3.6663886224732494,3.663310713476778,3.6495052701234036,3.614717249185513,3.539591786306912,2.082920561861741,0.7031886803851515,0.23607137397793482,0.0901832255534177,0.20406576791110603,0.03795381176184522,0.003964279576944349,-0.0,-0.0,0.000353007031943616,0.00031744723835343014,0.00025983787649103894,-0.0,-0.0,-0.0,-0.0
20,6,3.639188933877948,3.634975092822586,3.622774148940696,3.596853258538675,3.5396827251854908,1.4680684223999232,0.3653560175703639,0.1086520131418752,0.03704676317519638,0.0795923230622414,0.01422215913946907,0.0033953415590349425,-0.0,-0.0,0.00014052281595536569,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
21,6,3.670480332384073,3.6718710938613195,3.6604861526731094,3.629378850581041,3.573462775893405,0.9492524850362059,0.18587298925645665,0.05128177280422244,0.015865665309191465,0.032137519391714976,0.005105120910958533,0.0007916837594976154,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22,6,3.6877281822239,3.6831637328712454,3.670642247601357,3.646457914469392,3.602230026166854,0.5104634311346385,0.0838703654567908,0.018204427705648167,0.005182642369373722,0.008585206737648537,0.0020305134784153363,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23,6,3.664436776959366,3.662583533707447,3.656704953069635,3.6397150193523777,3.595962517202373,0.26110993931464055,0.05184518007678346,0.006706874139387415,0.0027287434958321584,0.0028205948706489857,0.000950123912096644,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
