Layer,N_qubits,gamma=0.0,gamma=0.02,gamma=0.04,gamma=0.06,gamma=0.08,gamma=0.1,gamma=0.12,gamma=0.14,gamma=0.16,gamma=0.18,gamma=0.2,gamma=0.22,gamma=0.24,gamma=0.26,gamma=0.28,gamma=0.3,gamma=0.32,gamma=0.34,gamma=0.36,gamma=0.38,gamma=0.4
0,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,5,3.7321044599841846,3.732752458526514,3.7315101438378075,3.7282093366232956,3.72267551014565,3.714728668078649,3.704184456291024,3.6908555354143133,3.6745532411667288,3.6550895585998786,3.632279434330426,3.6059434469368656,3.575910849467526,3.542022988768745,3.5041370934298737,3.46213040495817,3.415904604970771,3.365390464771185,3.3105526133607923,3.2513942872800325,3.1879618932419547
2,5,5.4769982415836935,5.44168131106977,5.394750539116701,5.33554454427951,5.26407259266978,5.180754994890863,5.086607506388882,4.98302156955536,4.871723231673922,4.75461026480766,4.633631548303477,4.510697427778919,4.387335027546528,4.265294869398083,4.145682556516138,4.0295354528620555,3.917566626569467,3.810397319262741,3.7081837077257767,3.6110098632467977,3.5187435539932728
3,5,5.720794459433718,5.701034643743879,5.667566427208123,5.618400672388777,5.552418520844683,5.469077247403581,5.368581594022826,5.252260966136842,5.121890405592889,4.979518200093554,4.827795082318929,4.669160324235015,4.50586738971587,4.340068981478873,4.173653057519811,4.008366703367957,3.845629911447621,3.686261177764016,3.5312502105462964,3.3809952826581124,3.2356152722381
4,5,5.872823101517126,5.8700885499494495,5.860742550233597,5.841841139583846,5.809341139831852,5.758098731360871,5.682143779158679,5.575341464446634,5.432289166710337,5.249397286902161,5.025157292556079,4.761465401752358,4.463447195083303,4.139799223553711,3.801709309715824,3.4622442075912656,3.132629622482087,2.822498868779077,2.53780710918205,2.282183389953903,2.0567567158081337
5,5,5.834798375196731,5.823594340114482,5.803299694140442,5.770831440251769,5.720197314421745,5.641139896182215,5.517965207512284,5.330655132368522,5.06531991407724,4.724751767486895,4.3312340886016525,3.9180366143977894,3.5158991202661434,3.1456522509024714,2.8185901395728066,2.538842184763362,2.304535129876706,2.1108446145566258,1.9518447912473724,1.8213670484449624,1.7141023077651265
6,5,5.868013543002572,5.857171639867105,5.831919797118983,5.785373557986958,5.708202163584658,5.588029627357038,5.4125979905072565,5.174160919228851,4.877014978976941,4.540403359037394,4.191377471408766,3.8568795632245894,3.556098478940813,3.298727353112683,3.085884280554726,2.9138632253114434,2.775954258456756,2.6651543630951755,2.574934802864017,2.4998656318998984,2.4354118202346227
7,5,5.842423364586781,5.853866651576104,5.851657208397093,5.829145041853032,5.778404786459098,5.690308950363398,5.5560843373366176,5.367914527592727,5.1199529662007786,4.811955111248061,4.456273214043697,4.0784749199030035,3.7100633800713565,3.37748976631938,3.091491053488038,2.854464246399145,2.6608736219768434,2.504347218057172,2.377643928037054,2.2751181036693273,2.19147442492925
8,5,5.827128868344385,5.819817784709543,5.793481306323821,5.737624746104595,5.638537301443535,5.483265315485279,5.262214818847836,4.972315569505559,4.618537888311925,4.219885997923189,3.81207225648751,3.4351511656664293,3.1180466077615314,2.8712908154612404,2.6892754217599624,2.559927652150277,2.4701294107501415,2.4078631116030453,2.3647404627286046,2.3339948997608455,2.3108477149775966
9,5,5.8147784877664845,5.810696485759759,5.794697209347372,5.761026290170715,5.7032552292428065,5.615694662212097,5.494184596407588,5.33887625680951,5.151075930508349,4.939097396938869,4.716431023229426,4.500775534974411,4.30539825368388,4.1344317912690105,3.9837906696289207,3.846833888928139,3.7176582879203077,3.5928159501996335,3.4722990452175906,3.356745445650744,3.247821333355276
