Layer,N_qubits,gamma=0.0,gamma=0.02,gamma=0.04,gamma=0.06,gamma=0.08,gamma=0.1,gamma=0.12,gamma=0.14,gamma=0.16,gamma=0.18,gamma=0.2,gamma=0.22,gamma=0.24,gamma=0.26,gamma=0.28,gamma=0.3,gamma=0.32,gamma=0.34,gamma=0.36,gamma=0.38,gamma=0.4
0,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,7,2.2874674737874545,2.2902387901902674,2.2936848526788696,2.297833369863153,2.3027091481200994,2.308333328880827,2.3147225150843544,2.321887773454965,2.3298335404639996,2.3385563490470447,2.348043492654405,2.3582715605750595,2.3692049083579065,2.3807941074746077,2.3929744485306053,2.4056646031977382,2.4187655871235147,2.4321602083505596,2.4457132306710005,2.459272524039165,2.4726715070135192
2,7,6.3090742242341085,6.2900146025493235,6.26718201429196,6.240341949238425,6.209268209534445,6.173752751432211,6.133611098828621,6.088693040372973,6.038851217518471,5.984000418221084,5.9241187344575215,5.859115502507937,5.788959038799305,5.7135553380681525,5.632759178741067,5.546420842465117,5.327330328807583,5.244321801764503,5.152600450641636,5.051049592678491,4.937854580468141
3,7,6.988345590677708,6.891009935024065,6.786753671218507,6.674264524336679,6.551959756789349,6.418121239561913,6.271144502811453,6.109678631667492,5.933568947544538,5.742825413917543,5.538799745413124,5.250668757012609,5.043956076084359,4.830745169017697,4.614403053335424,4.397971953997556,4.080377100433104,3.894818759120124,3.7134128823063732,3.5369815947725476,3.3666638425571054
4,7,7.861112816460677,7.706217897630187,7.51371075526468,7.275960456770883,6.987483081915199,6.64818465468691,6.265340729176467,5.852554404333222,5.426598241266871,5.004709997817873,4.601200659674781,4.1391319398206665,3.826951200773448,3.5497403174513362,3.3088139987857197,3.1035585571978195,2.8660651932027656,2.7452840245962813,2.6449404534118095,2.56234442216773,2.494496282289947
5,7,8.357588016355708,8.231391840414352,8.047276336391374,7.796251850852519,7.473697425561022,7.0814179459570274,6.629724659139275,6.1382224909206355,5.63442539352063,5.14615845520873,4.697728221520945,4.219080485257106,3.9094244115519112,3.6451094502178414,3.4237984406313524,3.239135835832307,3.060126456261391,2.9450336060181845,2.84840773670891,2.7687926060859978,2.7024907685054993
6,7,8.55973787625304,8.518071581806444,8.423878488397254,8.24737547858292,7.960311512948699,7.547627580772923,7.009734121312716,6.365263801145086,5.665237853495091,4.9785780391627785,4.365820229406927,3.7847530683009016,3.4002407368918512,3.0913566792053864,2.847942366546023,2.6566589254407833,2.483766493734628,2.3765930735151244,2.2929241897711146,2.2297369943528813,2.1828370639162005
7,7,8.610699422151482,8.597333415134315,8.540728273801287,8.390901248093234,8.066469728382561,7.501168135935774,6.732849902617671,5.893132449423978,5.109464756755523,4.4532321053889365,3.9404142606125654,3.497402801614548,3.2377092586636596,3.037764716466096,2.8805335570339374,2.7549147100283657,2.6505753364351103,2.5655709293671496,2.4915191497389517,2.4263976525273896,2.368425412667973
8,7,8.59947286579815,8.576821351389606,8.50253732020124,8.31595925225338,7.92588426310845,7.26806857496343,6.392171764988809,5.460192037815958,4.636164952973391,3.9950838011536223,3.5294897031647117,3.16130920628133,2.945385235364334,2.78194329647065,2.654478240234883,2.554052755325637,2.4734681197180053,2.4068196389556795,2.35094271788608,2.30470073784829,2.2667450753158884
9,7,8.592622409237311,8.581889238588886,8.537448900691189,8.41239891030038,8.10649364834797,7.495551163094741,6.609293641566545,5.680549170894688,4.913213861070799,4.359749840990462,3.9825967645713867,3.7088263859565807,3.535619604208853,3.4033385698446517,3.2979141613138934,3.209867249632874,3.124856049807759,3.0590515489093915,2.998423254782272,2.9412720021080982,2.88679013013827
