Layer,N_qubits,gamma=0.0,gamma=0.02,gamma=0.04,gamma=0.06,gamma=0.08,gamma=0.1,gamma=0.12,gamma=0.14,gamma=0.16,gamma=0.18,gamma=0.2,gamma=0.22,gamma=0.24,gamma=0.26,gamma=0.28,gamma=0.3,gamma=0.32,gamma=0.34,gamma=0.36,gamma=0.38,gamma=0.4
0,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,8,1.2637651196891868,1.242061812889309,1.2168541548651923,1.1882609992900828,1.156518283719493,1.1220292016362463,1.0853015537346034,1.0469510120237004,1.0076508308324283,0.968084196436666,0.9288960348794778,0.8906487667811355,0.8537925196014329,0.818649271060253,0.9920625251336774,0.9406172675696102,0.7248633554334566,0.6974375880411673,0.6717381891024273,0.6475984873326727,0.6248444472722754
3,8,2.269727247531152,2.1992956233039362,2.111015742578968,2.00592169245557,1.8867841593678782,1.7573554773432465,1.6223048119060954,1.486424888021901,1.3540284140245962,1.2285286930948944,1.112257610865491,1.0064770027333585,0.9115686541008757,0.8272629734051009,1.4694255137527272,1.321331286352227,0.63015286426011,0.5798762276907511,0.5357697678146688,0.497036485031255,0.46297705341032896
4,8,3.3504479412983983,3.222616697405135,3.0530495790751697,2.8434220913711203,2.601579779422521,2.3398547218537016,2.072913733536357,1.8141966499437918,1.5737078206148176,1.3572461151450694,1.166973167549654,1.0024290915293514,0.8616931404059067,0.7421899444689622,1.7676706113023584,1.507939488417175,0.484613547789237,0.4245673153901886,0.3741661770159935,0.3318417956689245,0.29625646353145924
5,8,4.202048288057842,4.031699490594632,3.7834707203803393,3.4092003726176556,3.0558970880605374,2.62297188662558,2.2097281221679603,1.8155057012317295,1.4823745400529285,1.1993290587256018,0.9728900323109254,0.7872073055576474,0.6411764615365529,0.5241161058213821,1.5961511028053046,1.278002811322595,0.2983780272658845,0.25148176321737953,0.2139739161744521,0.18389621889070587,0.1596922349103454
6,8,4.535439986847029,4.356604516495513,4.066026824412043,3.537083873448662,3.1176944263584403,2.549919042674041,2.052570336651756,1.5940577276106205,1.2467929047422064,0.9714368854542332,0.7692816380835626,0.6123956185145959,0.4969097435682228,0.40823427848222515,1.4188137591872747,1.149562286751598,0.24711465126839516,0.21472708896708476,0.1887532159351809,0.16766344953203569,0.15032216304923005
7,8,4.835872795284511,4.693941646747955,4.43354229689912,3.842178470106212,3.4612190720351403,2.858140289034552,2.356045394627589,1.8863794678239805,1.5419983035235048,1.2646735117350836,1.0559491034259372,0.8847888340795309,0.7497590232269622,0.637759522796479,1.3158849350446928,1.1989593669493823,0.4006727814554358,0.34494289837653874,0.29778462188774496,0.25797249636633823,0.2244616846749712
8,8,4.959106798843731,4.864151295190592,4.657158458852526,4.0505320196733505,3.723086272736396,3.1035858884185976,2.6080706931694424,2.1310398961366257,1.7945574870620653,1.5222428506263848,1.3190296041405494,1.14985919433824,1.0166389082609526,0.9054801927553621,0.48808245030365255,0.5145979425487356,0.6722227246890836,0.6186610121516474,0.5739900929984579,0.5368020112816173,0.5058623711059976
9,8,4.997685516253282,4.934654718557863,4.770089116240598,4.153150508862317,3.8578706578334545,3.2051912445782316,2.6874443038148836,2.1719729788667674,1.8111631839762166,1.511820884976167,1.285098353271806,1.092206689733409,0.939170728553113,0.8098698068324244,0.17421116471893547,0.10977978531253636,0.5352952032253778,0.4715852324503972,0.41826274988635836,0.3738000119838115,0.33686406325491197
10,8,5.039382163783344,5.012349714873956,4.917249587377791,4.386379698779995,4.193792196094617,3.5921635692492515,3.111519577074895,2.5818364039207946,2.1972460816328003,1.8542987807905342,1.5798709038276861,1.334928878238445,1.134490056295212,0.9619324417261605,0.1933576150752066,0.15338208625216193,0.5995545807052333,0.5197551215234623,0.45547971895390127,0.4041584832523555,0.363524568607334
11,8,5.037708890052928,5.0219295454788675,4.957086081414049,4.460118395538194,4.327043963093446,3.7385235545495075,3.2669096839495655,2.7058881465920916,2.2832212135223733,1.893693366742834,1.5741603596668892,1.2883508169264741,1.05661719037391,0.8634479094200906,0.026871763429737017,0.011912242477107687,0.49518740311177745,0.4247927876735906,0.37209865564513794,0.3330629458458832,0.3044326914767059
12,8,5.044820509459213,5.0314418814068524,4.972711067643408,4.470513201591532,4.338689755383973,3.715127628614569,3.2191698216077,2.6252809628926044,2.1871661777208953,1.7908369953500398,1.4827169145809453,1.2201146167087424,1.02341524573302,0.870164746432324,-0.0,-0.0,0.6017085834449996,0.5503233563593788,0.5094625570311704,0.47611893533650634,0.44825920710521516
13,8,5.0466599011037045,5.036227049867595,4.989638574250586,4.518478735519494,4.434864115993735,3.859676372635742,3.3970163724968496,2.832195421871752,2.410756640241108,2.0376744106428153,1.7536373556644438,1.5090319407732227,1.324939856925125,1.172255111527706,-0.0,-0.0,0.8540768632746539,0.7782801198064936,0.7132410446007108,0.6576095563262633,0.6102802654258024
14,8,5.046961613722161,5.038296472117233,5.0040349565651825,4.5753816572168535,4.5449741615836885,4.010586646767321,3.5527710733370683,2.93833631383413,2.4653885730543355,2.036352294043925,1.7174756583527402,1.4474736737464997,1.2534058145831477,1.098847851235825,-0.0,-0.0,0.808185513856114,0.7463108724273577,0.6951537575426316,0.652304621343494,0.6159860696933182
15,8,5.045244578063625,5.0379291856727635,5.007484931116096,4.576285578638247,4.550173847153817,3.967639671244629,3.4331349867208196,2.7038104503166047,2.168455953863038,1.7208486748784828,1.4247018307589088,1.1997689992169156,1.0605672107847857,0.9595509843478177,-0.0,-0.0,0.795262683227542,0.7622900132136025,0.7340775021327548,0.7089016636598122,0.68564431681252
16,8,5.052888671813496,5.048566691558941,5.02391528250457,4.6127761121896995,4.600827557718116,3.9858654779951253,3.3973864315726,2.619902634120739,2.1268859462217344,1.7584648611412659,1.5481692189680232,1.4031019419752406,1.323652135103591,1.2654099961357947,-0.0,-0.0,1.142157788448989,1.1026252654284956,1.06210629568517,1.0211702602144972,0.9806477002673942
17,8,5.045166638354362,5.040674736138074,5.019316492190982,4.614240819965994,4.602384565408917,3.928664490188646,3.293037040468707,2.5124298944361034,2.077049199682093,1.7679042236806393,1.5938368800070286,1.4582779841207512,1.3662240431560633,1.2788540247055056,-0.0,-0.0,1.0281101086134126,0.9470992753000781,0.8696920593657446,0.7971452437313836,0.7293803912779122
18,8,5.046398724286491,5.0420251529333795,5.021667183628646,4.644323004167357,4.6660266456548705,4.029332991207946,3.43219891535912,2.685646116233624,2.270258942583067,1.9361675429371414,1.7076547701350524,1.499455439572047,1.3335547398585916,1.180400661620728,-0.0,-0.0,0.827717518634735,0.7411003444020376,0.6668085071346265,0.6031007527060533,0.545070690355325
